"Принятый сопротивление","2005-03-03","u-23","шпага","False","Мировые","male","Межрегиональные соревнования"
"Неприятность итог","2009-07-30","юниоры","сабля","True","Европейские","female","Олимпийские игры"
"Камень произнести","2017-03-13","дети","рапира","False","Российские","female","Сателлит"
"Около черный","2004-08-20","кадеты","шпага","False","Европейские","male","Гран-при"
"Отойти восьмой","2017-01-06","u-23","рапира","True","Мировые","male","Чемпионат Европы"
"Много конфликт","2000-11-21","u-23","рапира","True","Мировые","female","Чемпионат Европы"
"Уголь увеличение","2004-07-23","дети","сабля","False","Российские","female","Чемпионат мира"
"Разбудить развернуть","2008-07-02","дети","шпага","False","Мировые","female","Олимпийские игры"
"Потрясти привет","2000-02-11","кадеты","сабля","False","Мировые","male","Олимпийские игры"
"Тайна догадаться","2010-04-05","юниоры","шпага","True","Российские","male","Кубок мира"
"Баба радоваться","2018-01-01","дети","рапира","False","Российские","male","Олимпийские игры"
"Стихотворение походить","2013-08-09","взрослые","сабля","True","Российские","female","Чемпионат мира"
"Разведка мозг","2022-02-26","юниоры","рапира","False","Российские","female","Сателлит"
"Борт создавать","2013-02-02","u-23","шпага","True","Мировые","male","Всероссийские соревнования"
"Вступать включать","2005-07-08","взрослые","шпага","False","Российские","male","Кубок мира"
"Аппетит температура","2005-02-25","u-23","рапира","True","Мировые","female","Кадетский цикл"
"Спорт оркестр","2002-06-08","юниоры","шпага","True","Российские","male","Чемпионат России"
"Внешность против","2000-05-04","u-23","рапира","False","Европейские","male","Сателлит"
"Уголовный называть","2021-04-11","u-23","шпага","True","Российские","male","Кубок России"
"Отчетливо казенный","2003-10-04","взрослые","рапира","True","Европейские","male","Чемпионат мира"
"Родина застыть","2016-09-26","взрослые","шпага","True","Российские","male","Кадетский цикл"
"Италия печь","2022-09-14","юниоры","шпага","False","Европейские","male","Межрегиональные соревнования"
"Стакан напомнить","2015-10-25","взрослые","сабля","False","Европейские","male","Чемпионат Европы"
"Легкий сэр","2006-02-19","взрослые","рапира","False","Европейские","female","Соревнования ФО РФ"
"Китайский подослать","2005-01-01","взрослые","рапира","True","Российские","female","Соревнования субъекта РФ"
"Тоня сопровождать","2018-09-06","u-23","рапира","False","Европейские","female","Сателлит"
"Скорость предок","2016-03-05","дети","шпага","False","Европейские","male","Официальные FIE"
"Приказ учитель","2008-09-17","u-23","шпага","True","Российские","male","Гран-при"
"Общение дикий","2014-05-12","кадеты","шпага","True","Мировые","female","Гран-при"
"Пиджак картошка","2001-05-02","взрослые","шпага","True","Мировые","female","Соревнования ФО РФ"
"Ребенок доверие","2018-07-24","u-23","сабля","False","Мировые","male","Кадетский цикл"
"Заяц уверенность","2001-11-03","кадеты","рапира","False","Европейские","female","Сателлит"
"Резкий смеяться","2015-03-09","кадеты","рапира","True","Мировые","female","Чемпионат мира"
"Рассчитывать вызывать","2005-04-29","юниоры","сабля","False","Российские","female","Сателлит"
"Конкретный предполагать","2007-12-14","кадеты","сабля","False","Европейские","male","Официальные FIE"
"Марка понести","2012-06-25","дети","рапира","True","Европейские","male","Гран-при"
"Нельзя сигнал","2009-11-23","взрослые","шпага","True","Мировые","female","Кубок России"
"Мучиться спать","2019-02-23","кадеты","сабля","True","Российские","male","Олимпийские игры"
"Справедливость местный","2009-11-23","кадеты","рапира","True","Мировые","male","Чемпионат России"
"Сидеть мышка","2015-09-01","взрослые","сабля","False","Мировые","male","Межрегиональные соревнования"
"Газ столица","2002-06-23","u-23","сабля","False","Европейские","female","цикл U-23"
"Ближайший экзамен","2002-02-23","взрослые","рапира","True","Мировые","male","цикл U-23"
"Нарушать кормить","2007-07-17","кадеты","шпага","True","Российские","male","Чемпионат Европы"
"Сельский версия","2007-09-23","дети","рапира","True","Российские","male","Официальные FIE"
"Целовать особо","2006-01-22","юниоры","шпага","False","Мировые","female","Сателлит"
"Зимний нож","2004-06-11","u-23","рапира","False","Европейские","male","цикл U-23"
"Девочка развернуть","2014-01-06","кадеты","рапира","True","Российские","male","Гран-при"
"Кончаться сохраниться","2007-08-05","дети","шпага","False","Мировые","male","цикл U-23"
"Предположить грузовик","2008-03-30","кадеты","рапира","True","Российские","male","цикл U-23"
"Послушать мост","2006-06-18","u-23","шпага","True","Мировые","female","Соревнования субъекта РФ"
"Вместо провести","2014-11-23","u-23","рапира","False","Российские","male","Чемпионат России"
"Рассчитать заложить","2013-03-25","u-23","шпага","False","Европейские","female","Соревнования ФО РФ"
"Терять входить","2013-08-15","дети","шпага","True","Российские","female","Чемпионат Европы"
"Волга располагаться","2011-07-07","кадеты","шпага","True","Российские","female","Гран-при"
"Догадываться предмет","2012-08-16","юниоры","шпага","True","Мировые","male","Сателлит"
"Раздаться проверка","2010-11-10","кадеты","рапира","False","Российские","male","Чемпионат Европы"
"Школа бред","2010-05-21","кадеты","сабля","False","Европейские","male","Гран-при"
"Мол течение","2019-11-14","кадеты","сабля","True","Российские","male","Соревнования ФО РФ"
"Звезда ехать","2011-07-12","u-23","сабля","False","Российские","male","цикл U-23"
"Гнать сон","2006-03-28","дети","шпага","True","Российские","male","Чемпионат мира"
"Высота слабый","2020-03-12","юниоры","сабля","True","Мировые","female","Кубок мира"
"Бригадир чай","2008-08-12","юниоры","шпага","False","Мировые","male","Чемпионат мира"
"Кроме коммунист","2001-05-19","взрослые","шпага","True","Мировые","female","Межрегиональные соревнования"
"Монастырь черный","2006-11-28","u-23","рапира","False","Европейские","female","Чемпионат России"
"Шутить смелый","2015-09-22","юниоры","шпага","True","Российские","male","Всероссийские соревнования"
"Мокрый назначение","2017-08-11","взрослые","шпага","False","Европейские","female","Соревнования ФО РФ"
"Отпустить исходить","2015-05-18","юниоры","сабля","False","Европейские","male","Соревнования субъекта РФ"
"Учреждение общий","2016-07-15","кадеты","шпага","False","Европейские","male","Официальные FIE"
"Напряженный каков","2012-02-20","взрослые","шпага","False","Мировые","male","Чемпионат России"
"Появление повязка","2016-11-24","u-23","сабля","False","Мировые","female","Соревнования ФО РФ"
"Преступник часовой","2022-12-24","дети","шпага","False","Европейские","female","Чемпионат России"
"Ручка изредка","2010-11-17","дети","рапира","True","Российские","male","Кубок мира"
"Хрен слегка","2017-05-03","дети","рапира","True","Российские","male","Межрегиональные соревнования"
"Доложить кролик","2019-12-02","взрослые","рапира","True","Российские","male","Кубок России"
"Бог тысяча","2007-11-14","u-23","сабля","False","Европейские","male","Соревнования субъекта РФ"
"Приниматься чашка","2010-08-19","юниоры","шпага","True","Европейские","male","Гран-при"
"Последующий осень","2010-09-13","юниоры","шпага","False","Российские","male","Чемпионат Европы"
"Агент положенный","2021-01-07","юниоры","шпага","False","Российские","female","Всероссийские соревнования"
"Жесткий император","2020-12-09","юниоры","рапира","True","Мировые","female","Чемпионат Европы"
"Женить положительный","2017-06-23","кадеты","сабля","True","Европейские","female","Чемпионат России"
"Длинный сознание","2011-07-29","дети","рапира","False","Европейские","female","Сателлит"
"Луч передача","2008-05-11","u-23","сабля","True","Российские","female","Межрегиональные соревнования"
"Смелый признать","2013-09-22","взрослые","сабля","False","Европейские","female","Кадетский цикл"
"Благодарить сохраниться","2019-02-04","взрослые","шпага","False","Мировые","male","Межрегиональные соревнования"
"Чайник особый","2018-10-28","взрослые","рапира","False","Европейские","male","Чемпионат Европы"
"Собрать активный","2013-08-31","дети","шпага","True","Европейские","male","Всероссийские соревнования"
"Император лавка","2013-04-12","u-23","шпага","False","Мировые","male","Сателлит"
"Выходить секунда","2018-07-03","юниоры","шпага","True","Мировые","female","Сателлит"
"Чем юмор","2020-11-27","юниоры","рапира","True","Европейские","male","Сателлит"
"Высказать удобный","2005-10-30","u-23","сабля","False","Европейские","male","Гран-при"
"Уголовный приподнять","2010-11-05","u-23","шпага","True","Российские","female","Всероссийские соревнования"
"Застыть снизу","2010-01-17","кадеты","рапира","True","Российские","female","Официальные FIE"
"Располагаться воин","2006-03-09","кадеты","сабля","False","Мировые","male","Чемпионат мира"
"Изба пропадать","2019-10-19","дети","шпага","True","Мировые","male","Официальные FIE"
"Маг заявление","2002-10-17","дети","рапира","False","Европейские","female","цикл U-23"
"Иногда зависеть","2000-07-04","дети","шпага","False","Российские","female","Чемпионат Европы"
"Разрушить перо","2021-08-26","дети","рапира","False","Российские","male","цикл U-23"
"Элемент сотня","2017-09-15","дети","рапира","True","Европейские","female","Всероссийские соревнования"
"Собственно страдание","2005-05-16","юниоры","шпага","True","Европейские","female","Кубок России"
"Остановить требование","2006-08-12","дети","рапира","True","Российские","female","Чемпионат России"
"Подходить сменить","2009-07-23","юниоры","сабля","False","Мировые","male","Кубок России"
"Юность автор","2016-02-04","u-23","шпага","False","Европейские","female","Соревнования ФО РФ"
"Напиток счет","2001-03-18","кадеты","рапира","True","Мировые","female","Чемпионат мира"
"Однако подозревать","2015-04-26","кадеты","рапира","False","Европейские","female","Кубок мира"
"Шпион ругаться","2000-05-25","дети","рапира","False","Мировые","female","Чемпионат мира"
"Прийтись справиться","2004-09-07","дети","рапира","False","Российские","female","Олимпийские игры"
"Большевик дерево","2008-02-18","дети","шпага","False","Российские","female","Чемпионат Европы"
"Шинель ружье","2011-12-03","взрослые","сабля","True","Российские","female","Официальные FIE"
"Образоваться пахнуть","2001-12-17","дети","шпага","True","Мировые","female","Сателлит"
"Неподвижный личность","2020-12-25","u-23","сабля","False","Европейские","female","Чемпионат России"
"Палка роза","2017-12-25","u-23","сабля","False","Европейские","female","Чемпионат России"
"До покачать","2015-04-24","взрослые","рапира","False","Мировые","female","Чемпионат России"
"Предок задыхаться","2016-09-23","u-23","шпага","False","Европейские","male","Сателлит"
"Тяжело намек","2000-08-28","взрослые","сабля","False","Российские","female","Межрегиональные соревнования"
"Заявление поза","2004-02-24","кадеты","рапира","False","Европейские","male","Кадетский цикл"
"Хлопнуть средний","2000-02-17","взрослые","шпага","False","Европейские","female","Чемпионат мира"
"Абсолютный танец","2016-06-13","дети","шпага","False","Европейские","male","Межрегиональные соревнования"
"Триста культурный","2021-09-25","дети","сабля","False","Мировые","male","Официальные FIE"
"Отношение положенный","2003-04-21","дети","рапира","True","Мировые","male","Соревнования субъекта РФ"
"Положение полок","2016-07-12","взрослые","шпага","False","Европейские","female","Официальные FIE"
"Грустно оказывать","2004-01-22","кадеты","шпага","True","Мировые","male","Соревнования ФО РФ"
"Пожарный многочисленный","2004-07-28","взрослые","рапира","True","Мировые","male","Официальные FIE"
"Стремиться ночевать","2008-12-28","взрослые","сабля","True","Мировые","male","Кубок мира"
"Ошибиться характер","2015-03-11","юниоры","шпага","False","Российские","female","Всероссийские соревнования"
"Способность спектакль","2013-05-04","кадеты","сабля","True","Мировые","male","Кадетский цикл"
"Необыкновенный король","2002-06-28","взрослые","рапира","False","Мировые","male","цикл U-23"
"Шестьдесят струя","2005-09-10","дети","шпага","False","Европейские","male","Межрегиональные соревнования"
"Оглядеться редакция","2014-10-02","кадеты","сабля","True","Европейские","female","Сателлит"
"Прямой равно","2003-08-22","кадеты","рапира","False","Европейские","male","Чемпионат мира"
"Южный тепло","2022-09-14","u-23","рапира","False","Мировые","male","Официальные FIE"
"Рев последний","2007-12-07","взрослые","рапира","True","Европейские","female","Чемпионат Европы"
"Солдатский сосед","2002-02-15","кадеты","шпага","False","Мировые","female","Чемпионат России"
"Солнечный больной","2015-02-01","u-23","сабля","True","Российские","male","Соревнования субъекта РФ"
"Полгода гордый","2019-10-18","дети","рапира","False","Мировые","male","Чемпионат России"
"Ощущение заглянуть","2011-10-18","кадеты","сабля","True","Мировые","male","Гран-при"
"Моряк страшно","2020-05-03","взрослые","рапира","False","Мировые","female","Чемпионат России"
"Шея отдел","2015-11-11","u-23","сабля","False","Мировые","male","цикл U-23"
"Корея непонятно","2001-06-02","юниоры","шпага","False","Мировые","male","Чемпионат мира"
"Всерьез выбрать","2009-04-16","юниоры","рапира","True","Российские","male","цикл U-23"
"Сумка бутылка","2015-11-15","кадеты","сабля","False","Европейские","female","Олимпийские игры"
"Волноваться воздействие","2021-01-06","взрослые","рапира","False","Европейские","female","Кубок России"
"Насчет ловко","2018-07-04","u-23","сабля","True","Российские","female","Олимпийские игры"
"Як мертвый","2014-07-13","кадеты","сабля","False","Российские","female","Кубок России"
"Гражданин песня","2008-07-31","взрослые","рапира","True","Мировые","male","Чемпионат России"
"Молодец медаль","2018-10-12","u-23","сабля","False","Мировые","female","Сателлит"
"Бег узкий","2000-06-11","юниоры","рапира","True","Российские","female","Чемпионат Европы"
"Кран ведь","2015-01-04","u-23","сабля","True","Европейские","female","Чемпионат Европы"
"Резко повод","2015-07-15","взрослые","шпага","False","Российские","female","Кубок России"
"Коллега смешной","2006-09-10","u-23","рапира","True","Мировые","male","Сателлит"
"Сеть свет","2002-08-28","взрослые","сабля","False","Мировые","male","Чемпионат России"
"Рис равно","2011-10-20","юниоры","сабля","True","Европейские","female","Гран-при"
"Занятый раб","2002-04-07","взрослые","шпага","False","Российские","female","Соревнования ФО РФ"
"Фактически стеклянный","2007-01-08","u-23","рапира","True","Мировые","male","Чемпионат России"
"Закон подобно","2009-09-17","дети","рапира","False","Российские","male","Гран-при"
"Представляться кожа","2021-02-05","u-23","рапира","True","Российские","male","Чемпионат мира"
"Пакет вечерний","2002-02-07","u-23","рапира","False","Мировые","female","Гран-при"
"Конверт гроб","2012-10-17","взрослые","рапира","True","Российские","male","Олимпийские игры"
"Прибавить обидеться","2019-02-16","кадеты","сабля","False","Европейские","male","Официальные FIE"
"Открываться обещать","2018-02-20","взрослые","шпага","False","Европейские","female","Соревнования ФО РФ"
"Прожить течение","2003-11-18","юниоры","шпага","True","Российские","female","Кубок России"
"Толь драка","2013-03-17","дети","сабля","True","Европейские","female","Чемпионат России"
"Сохранить нельзя","2015-05-27","кадеты","рапира","True","Европейские","male","Официальные FIE"
"Ласковый прочесть","2008-01-25","взрослые","сабля","True","Мировые","female","Сателлит"
"Спасение облик","2001-08-13","дети","шпага","False","Мировые","female","Сателлит"
"Оттенок прошлый","2009-03-02","u-23","шпага","True","Мировые","female","Чемпионат России"
"Оценка всякое","2009-07-28","кадеты","шпага","False","Российские","female","Кадетский цикл"
"Заказать тротуар","2011-01-30","u-23","шпага","True","Российские","male","Кадетский цикл"
"Зарплата корень","2016-07-29","дети","рапира","True","Мировые","female","Кубок мира"
"Вверх масштаб","2012-05-27","u-23","сабля","False","Европейские","female","Олимпийские игры"
"Сумка миновать","2015-09-04","дети","сабля","True","Европейские","male","Чемпионат Европы"
"Возвращение побежать","2011-01-07","кадеты","сабля","False","Российские","female","Сателлит"
"Невысокий верхний","2001-04-29","дети","шпага","False","Российские","male","Гран-при"
"Слон помогать","2018-05-14","дети","сабля","False","Российские","female","Чемпионат Европы"
"Божий поскольку","2004-11-01","юниоры","рапира","False","Мировые","male","Официальные FIE"
"Ставка вольный","2002-01-26","u-23","сабля","False","Российские","female","Чемпионат Европы"
"Бумажка постоянно","2011-10-13","юниоры","сабля","False","Мировые","male","Кубок мира"
"Являться дрова","2003-05-28","кадеты","шпага","False","Мировые","female","Официальные FIE"
"Извинить текст","2005-05-04","взрослые","шпага","True","Мировые","male","Чемпионат Европы"
"Фонарь уважение","2014-12-06","дети","шпага","True","Европейские","male","цикл U-23"
"Правильный мероприятие","2013-01-15","u-23","шпага","True","Российские","male","Соревнования субъекта РФ"
"Никто сломать","2014-11-21","u-23","шпага","True","Мировые","male","Межрегиональные соревнования"
"Преступник художественный","2004-03-07","u-23","рапира","True","Мировые","male","Кубок мира"
"Временный технический","2010-04-19","юниоры","рапира","False","Мировые","female","Гран-при"
"Расстегнуть германский","2004-03-14","кадеты","сабля","True","Российские","male","Всероссийские соревнования"
"Дремать разве","2016-10-16","u-23","шпага","True","Мировые","female","цикл U-23"
"Гений пакет","2008-04-05","дети","сабля","False","Европейские","male","Кубок России"
"Привычный атака","2019-07-29","кадеты","сабля","True","Российские","female","Соревнования ФО РФ"
"Возвращаться обмен","2019-08-29","кадеты","рапира","True","Российские","male","Чемпионат мира"
"Под серьезно","2012-08-06","взрослые","сабля","False","Мировые","male","Всероссийские соревнования"
"Охота ловить","2003-11-24","взрослые","рапира","True","Мировые","male","Соревнования субъекта РФ"
"Тревожный дворец","2006-03-14","юниоры","шпага","True","Европейские","male","Чемпионат мира"
"Ворот подробность","2004-05-10","дети","шпага","False","Российские","female","Чемпионат мира"
"Одинаковый кость","2009-01-22","u-23","рапира","False","Мировые","female","Всероссийские соревнования"
"Круг праздничный","2020-02-03","дети","шпага","True","Российские","female","Сателлит"
"Нож мчаться","2004-10-11","юниоры","сабля","True","Мировые","female","Кубок России"
"Пояс принадлежать","2009-05-16","юниоры","рапира","False","Мировые","female","Всероссийские соревнования"
"Магазин завод","2005-02-12","дети","сабля","False","Российские","female","Чемпионат России"
"Мина фигура","2007-08-27","юниоры","рапира","True","Европейские","male","Официальные FIE"
"Ведьма луг","2017-12-03","кадеты","рапира","True","Российские","female","Олимпийские игры"
"Беседовать надежный","2015-03-26","дети","сабля","True","Российские","male","Гран-при"
"Ругаться строго","2019-04-22","дети","рапира","False","Мировые","male","Кубок России"
"Отвернуться больший","2019-05-16","дети","шпага","False","Европейские","female","Межрегиональные соревнования"
"Семья обратный","2019-02-22","кадеты","сабля","False","Мировые","male","Сателлит"
"Миллион да","2003-04-20","дети","шпага","True","Российские","female","Официальные FIE"
"Заметный вечер","2006-07-22","кадеты","шпага","True","Мировые","male","Всероссийские соревнования"
"Однажды разведка","2004-11-12","u-23","рапира","True","Российские","female","Кубок мира"
"Герой скандал","2010-12-12","дети","шпага","False","Европейские","male","Всероссийские соревнования"
"Колдун резать","2003-01-02","u-23","рапира","False","Европейские","female","Соревнования ФО РФ"
"Валяться стрелок","2021-09-29","u-23","шпага","False","Российские","female","Соревнования субъекта РФ"
"Следствие приказ","2018-06-12","дети","рапира","True","Мировые","female","Олимпийские игры"
"Спинка англия","2019-11-28","u-23","шпага","False","Мировые","male","Кубок мира"
"Сходить последствие","2021-11-23","u-23","шпага","True","Мировые","female","Всероссийские соревнования"
"Полок клетка","2020-04-22","u-23","рапира","True","Европейские","female","Соревнования ФО РФ"
"Сказка старательный","2013-08-23","кадеты","шпага","True","Российские","male","Всероссийские соревнования"
"Приступить пройти","2011-07-15","взрослые","шпага","False","Российские","female","Чемпионат мира"
"Пакет яйцо","2012-07-08","кадеты","сабля","True","Европейские","male","цикл U-23"
"Европейский оболочка","2016-05-25","взрослые","шпага","False","Мировые","male","Кубок России"
"Второй вставить","2014-06-03","кадеты","рапира","True","Мировые","male","Официальные FIE"
"Отпускать приказать","2007-09-28","юниоры","шпага","True","Европейские","female","Олимпийские игры"
"Ценность соль","2006-07-13","взрослые","сабля","True","Российские","female","Кадетский цикл"
"Передавать сложиться","2021-07-18","кадеты","сабля","True","Российские","male","Соревнования ФО РФ"
"Тайга девица","2000-08-27","взрослые","рапира","True","Мировые","female","Гран-при"
"Перехватить направо","2014-03-10","кадеты","сабля","False","Российские","male","цикл U-23"
"Пища разрыв","2000-08-19","взрослые","рапира","True","Российские","male","Кадетский цикл"
"Хороший степень","2018-11-23","взрослые","сабля","True","Мировые","male","Чемпионат Европы"
"Проявлять осмотреть","2004-05-04","юниоры","сабля","False","Российские","male","Олимпийские игры"
"Внезапный история","2004-07-19","взрослые","рапира","True","Мировые","male","Соревнования субъекта РФ"
"Некоторый показание","2000-06-04","взрослые","шпага","False","Российские","female","Олимпийские игры"
"Витрина капля","2006-05-17","взрослые","шпага","True","Мировые","male","Чемпионат России"
"Признание уметь","2019-01-10","дети","шпага","True","Российские","male","Кубок России"
"Раздражать коробка","2021-12-19","u-23","рапира","False","Российские","male","Чемпионат мира"
"Хутор вывод","2012-11-10","юниоры","шпага","True","Мировые","male","Чемпионат России"
"Агент исходить","2017-12-05","дети","шпага","False","Мировые","male","Кубок мира"
"Мягкий слава","2014-11-28","взрослые","сабля","False","Европейские","male","Всероссийские соревнования"
"Зрение неприятно","2009-09-03","дети","шпага","True","Мировые","male","Чемпионат России"
"Покой между","2007-06-08","u-23","сабля","True","Мировые","female","Кубок России"
"Плод идти","2009-01-15","юниоры","шпага","False","Европейские","female","Чемпионат мира"
"Пуля остальной","2002-03-22","взрослые","сабля","False","Европейские","male","цикл U-23"
"Господи спасибо","2019-03-04","взрослые","шпага","False","Российские","female","Официальные FIE"
"Оркестр разглядеть","2007-01-27","юниоры","сабля","False","Российские","female","Сателлит"
"Просить глазок","2005-04-03","u-23","шпага","False","Мировые","female","цикл U-23"
"Туфля предложение","2018-10-30","юниоры","рапира","True","Европейские","male","Соревнования субъекта РФ"
"Зря радостный","2000-06-18","u-23","сабля","False","Мировые","male","Чемпионат Европы"
"Горячий стоять","2011-02-04","взрослые","сабля","True","Мировые","male","Чемпионат России"
"Применяться кадр","2001-08-10","юниоры","шпага","True","Российские","female","Официальные FIE"
"Участвовать круг","2019-08-14","юниоры","сабля","False","Европейские","female","Гран-при"
"Девчонка один","2012-02-25","u-23","рапира","False","Мировые","female","Соревнования ФО РФ"
"Привычный юный","2001-08-28","дети","рапира","False","Мировые","female","цикл U-23"
"Красивый песня","2011-07-25","u-23","шпага","False","Мировые","female","Чемпионат России"
"Весело молодая","2008-06-16","дети","рапира","True","Европейские","male","Кадетский цикл"
"Подозревать волос","2022-03-21","дети","рапира","False","Мировые","female","Гран-при"
"Занимать варить","2011-07-22","кадеты","сабля","True","Мировые","female","Соревнования субъекта РФ"
"Закрыть принять","2009-02-09","u-23","рапира","False","Российские","female","Межрегиональные соревнования"
"Обратно рота","2014-05-01","дети","шпага","False","Мировые","female","Соревнования ФО РФ"
"Сохраниться выходить","2001-06-12","дети","шпага","True","Российские","male","Межрегиональные соревнования"
"Экономический засыпать","2021-10-19","кадеты","рапира","False","Европейские","male","Гран-при"
"Соль трясти","2013-09-09","юниоры","рапира","False","Российские","female","Гран-при"
"Прятать ученый","2020-05-23","кадеты","рапира","False","Европейские","female","цикл U-23"
"Проявление уж","2003-08-27","кадеты","шпага","False","Мировые","male","Чемпионат мира"
"Статус ремень","2022-09-09","кадеты","сабля","True","Мировые","male","Межрегиональные соревнования"
"Сэр придтись","2016-08-16","кадеты","рапира","True","Европейские","male","Межрегиональные соревнования"
"Настолько жидкость","2021-05-19","кадеты","сабля","False","Мировые","female","Кадетский цикл"
"Объяснить вступать","2019-10-26","u-23","рапира","False","Европейские","female","Кубок России"
"Грозить необыкновенный","2021-07-19","юниоры","шпага","True","Европейские","female","Чемпионат Европы"
"Ай башня","2000-09-30","кадеты","сабля","True","Мировые","male","Кадетский цикл"
"Кирпич международный","2007-05-29","дети","рапира","True","Российские","female","Официальные FIE"
"Фуражка выяснить","2022-05-22","кадеты","шпага","False","Европейские","male","Чемпионат России"
"Мистер опасный","2022-03-22","юниоры","рапира","False","Европейские","male","Чемпионат мира"
"Внимание генеральный","2012-07-04","юниоры","сабля","False","Российские","male","Чемпионат Европы"
"Прочее эй","2022-01-02","u-23","рапира","True","Мировые","female","Сателлит"
"Отпускать свидетель","2004-04-24","кадеты","рапира","True","Российские","female","Олимпийские игры"
"Мчаться генерал","2012-05-23","юниоры","сабля","False","Российские","female","Всероссийские соревнования"
"Прямо пулемет","2022-01-17","кадеты","шпага","True","Российские","female","Чемпионат Европы"
"Выходной жертва","2014-10-14","юниоры","шпага","False","Мировые","male","цикл U-23"
"Интересовать успокоить","2007-03-30","юниоры","рапира","False","Мировые","male","Соревнования ФО РФ"
"Выйти улыбаться","2010-11-24","u-23","шпага","True","Российские","male","Чемпионат России"
"Вон отпускать","2011-11-13","дети","рапира","True","Европейские","male","цикл U-23"
"Готовить непонятный","2021-04-20","юниоры","сабля","False","Мировые","female","Межрегиональные соревнования"
"Биться менять","2006-08-12","взрослые","шпага","True","Российские","male","Олимпийские игры"
"Считаться помочь","2019-08-15","дети","сабля","True","Европейские","female","Гран-при"
"Обижаться сволочь","2007-03-07","кадеты","шпага","False","Российские","female","Всероссийские соревнования"
"Встретить орден","2003-09-02","юниоры","шпага","False","Европейские","male","Сателлит"
"Усталый шум","2013-02-01","u-23","шпага","True","Мировые","male","Чемпионат Европы"
"Англия общий","2015-01-06","дети","шпага","False","Европейские","male","Чемпионат мира"
"Умереть убивать","2020-12-01","юниоры","сабля","False","Российские","female","Гран-при"
"Вглядываться причина","2005-11-03","кадеты","рапира","False","Российские","male","Официальные FIE"
"Открытый победить","2001-06-26","u-23","рапира","True","Европейские","male","Кубок России"
"Стеклянный стол","2000-11-09","взрослые","шпага","True","Мировые","female","цикл U-23"
"Московский мечта","2011-12-12","дети","шпага","True","Российские","female","Межрегиональные соревнования"
"Взять сердце","2000-11-08","взрослые","шпага","False","Европейские","male","Кубок мира"
"Дон дело","2018-05-15","кадеты","шпага","True","Мировые","female","Кубок России"
"Ответить заключение","2007-01-30","u-23","рапира","True","Мировые","female","Соревнования ФО РФ"
"Ленинградский трудность","2022-08-15","u-23","рапира","False","Европейские","female","Олимпийские игры"
"Залить называться","2002-07-03","дети","шпага","False","Европейские","female","Всероссийские соревнования"
"Увы расти","2014-01-22","юниоры","шпага","True","Европейские","female","Кубок мира"
"Отличие кормить","2001-09-25","кадеты","рапира","True","Европейские","female","Гран-при"
"Закончить бледный","2003-06-13","дети","рапира","True","Европейские","male","Сателлит"
"Мучиться прочий","2005-04-06","u-23","сабля","True","Мировые","female","Кубок мира"
"Благодарить переставать","2006-03-10","дети","шпага","False","Мировые","male","Чемпионат России"
"Сволочь поправить","2018-02-26","юниоры","рапира","False","Российские","female","Официальные FIE"
"Подписать считаться","2003-09-26","юниоры","рапира","False","Мировые","male","Соревнования субъекта РФ"
"Следствие развитие","2019-10-31","кадеты","рапира","False","Мировые","male","цикл U-23"
"Раздражение гражданский","2003-08-05","взрослые","рапира","True","Российские","female","Чемпионат России"
"Муха памятник","2001-01-28","юниоры","рапира","True","Российские","female","Чемпионат мира"
"Наука крик","2016-07-07","кадеты","рапира","True","Мировые","male","Соревнования ФО РФ"
"Учиться гореть","2011-05-09","u-23","шпага","False","Российские","female","Соревнования ФО РФ"
"Гражданский окончательно","2018-10-10","юниоры","шпага","False","Мировые","female","Сателлит"
"Окончить минута","2000-03-22","взрослые","рапира","True","Российские","male","Сателлит"
"Повышение сырой","2006-03-12","дети","рапира","True","Европейские","male","Соревнования субъекта РФ"
"Разумный старый","2000-03-20","взрослые","сабля","False","Европейские","female","Соревнования ФО РФ"
"Кинуться поведение","2010-07-20","юниоры","сабля","False","Европейские","male","Межрегиональные соревнования"
"Учиться веселый","2017-03-31","u-23","шпага","True","Мировые","female","Чемпионат России"
"Торопливый быстро","2015-02-06","взрослые","шпага","True","Мировые","male","Официальные FIE"
"Устать вставить","2003-01-04","u-23","рапира","False","Европейские","male","Кубок мира"
"Построить село","2016-02-12","взрослые","рапира","True","Российские","female","Кадетский цикл"
"Внимание провалиться","2017-05-29","взрослые","сабля","True","Мировые","male","Кубок мира"
"Хитрый курить","2021-08-18","взрослые","рапира","False","Европейские","male","Кубок России"
"Охватить шуметь","2010-02-23","юниоры","сабля","True","Российские","female","Соревнования субъекта РФ"
"Вспоминать растение","2013-08-01","кадеты","шпага","False","Российские","female","Соревнования субъекта РФ"
"Аккумулятор дворец","2018-07-13","кадеты","сабля","False","Европейские","female","Чемпионат мира"
"Трава проект","2003-02-25","кадеты","рапира","False","Европейские","male","Всероссийские соревнования"
"Небось контроль","2009-07-10","юниоры","шпага","True","Российские","male","Сателлит"
"Брать шинель","2000-04-16","u-23","шпага","False","Российские","male","Всероссийские соревнования"
"Посадить шум","2014-09-09","взрослые","шпага","False","Европейские","female","Соревнования субъекта РФ"
"Метро об","2020-07-19","юниоры","сабля","False","Европейские","male","цикл U-23"
"Отпускать гордиться","2013-03-24","u-23","рапира","True","Мировые","male","Кадетский цикл"
"Рассказать инспектор","2019-05-08","дети","рапира","True","Российские","male","Сателлит"
